,time,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,cloud_cover_mean,surface_pressure_mean,temperature_2m_mean
0,2016-09-01,18.5,23.0,264,15,1012.8,26.0
1,2016-09-02,22.9,31.3,236,7,1012.1,25.8
2,2016-09-03,21.8,32.4,237,65,1011.0,25.3
3,2016-09-04,17.4,30.2,268,73,1010.0,26.2
4,2016-09-05,28.0,40.3,305,46,1010.9,26.8
5,2016-09-06,25.0,25.6,8,1,1010.5,26.7
6,2016-09-07,21.7,35.3,117,0,1010.1,23.3
7,2016-09-08,29.4,43.6,292,9,1008.1,23.4
8,2016-09-09,22.9,36.7,288,35,1007.4,25.4
9,2016-09-10,13.7,20.5,262,36,1007.7,25.0
10,2016-09-11,15.3,20.5,254,21,1008.3,25.2
11,2016-09-12,18.8,28.4,115,45,1009.4,23.8
12,2016-09-13,20.5,35.6,124,63,1007.1,23.3
13,2016-09-14,31.6,56.5,146,96,1003.3,20.4
14,2016-09-15,22.1,36.0,209,49,1005.3,18.5
15,2016-09-16,22.9,41.8,295,64,1008.0,19.6
16,2016-09-17,30.8,44.6,300,62,1010.5,18.8
17,2016-09-18,33.1,52.2,305,69,1008.8,18.3
18,2016-09-19,34.5,48.6,304,13,1008.5,20.4
19,2016-09-20,19.6,29.5,311,37,1006.9,19.9
20,2016-09-21,16.1,26.6,301,19,1007.9,19.0
21,2016-09-22,11.8,18.4,305,7,1012.3,18.6
22,2016-09-23,15.5,26.6,236,65,1016.2,18.8
23,2016-09-24,16.5,24.8,87,20,1015.8,19.1
24,2016-09-25,16.9,25.6,133,58,1013.7,18.9
25,2016-09-26,20.7,25.6,295,40,1012.8,19.8
26,2016-09-27,14.2,22.0,324,44,1016.2,19.8
27,2016-09-28,15.9,21.2,345,1,1021.3,20.1
28,2016-09-29,15.8,26.6,157,5,1018.7,18.9
29,2016-09-30,24.0,36.0,142,47,1012.2,19.3
30,2016-10-01,18.9,31.0,115,70,1006.7,19.1
31,2016-10-02,12.1,19.8,330,45,1009.2,18.0
32,2016-10-03,17.1,30.6,6,3,1014.5,17.5
33,2016-10-04,17.5,28.4,27,14,1014.1,17.4
34,2016-10-05,19.9,32.8,308,70,1011.6,17.2
35,2016-10-06,16.3,27.4,28,80,1005.9,14.0
36,2016-10-07,17.2,25.2,278,63,1007.0,14.3
37,2016-10-08,23.8,34.9,306,1,1010.4,15.8
38,2016-10-09,18.8,28.4,335,2,1012.4,14.8
39,2016-10-10,22.1,29.2,350,28,1011.4,13.5
40,2016-10-11,19.1,31.0,353,14,1007.2,13.0
41,2016-10-12,25.1,38.9,78,92,1004.7,13.5
42,2016-10-13,52.0,87.5,111,100,997.4,14.2
43,2016-10-14,39.0,56.5,135,86,995.7,15.3
44,2016-10-15,17.3,21.2,325,4,1007.3,13.5
45,2016-10-16,23.5,36.4,97,94,1012.5,15.8
46,2016-10-17,14.9,25.6,81,85,1014.6,17.0
47,2016-10-18,20.0,29.5,312,27,1016.1,16.0
48,2016-10-19,21.4,32.8,308,30,1013.8,14.1
49,2016-10-20,17.8,29.2,312,20,1008.9,12.6
50,2016-10-21,21.7,27.7,323,3,1007.6,12.1
51,2016-10-22,30.3,42.1,68,53,1006.0,12.1
52,2016-10-23,38.7,59.8,122,97,1002.0,15.4
53,2016-10-24,39.2,59.4,130,94,1006.1,18.0
54,2016-10-25,23.4,25.9,100,100,1011.9,17.9
55,2016-10-26,14.2,19.8,344,69,1015.5,17.6
56,2016-10-27,22.5,23.8,342,1,1019.9,15.5
57,2016-10-28,15.2,21.2,2,8,1023.1,14.2
58,2016-10-29,12.7,17.6,18,6,1020.1,13.9
59,2016-10-30,14.8,18.4,25,0,1016.0,13.8
60,2016-10-31,14.0,20.2,58,18,1016.2,13.4
61,2016-11-01,17.6,27.7,83,60,1016.0,14.7
62,2016-11-02,15.1,22.7,320,38,1011.5,15.0
63,2016-11-03,11.8,19.1,6,18,1010.2,12.2
64,2016-11-04,14.7,23.4,46,75,1010.4,11.8
65,2016-11-05,24.4,38.2,326,96,998.5,14.2
66,2016-11-06,28.2,45.0,303,49,998.1,11.2
67,2016-11-07,25.7,41.0,310,12,1002.6,7.9
68,2016-11-08,35.6,56.2,306,6,1005.3,7.9
69,2016-11-09,29.3,56.9,280,56,1005.3,9.1
70,2016-11-10,27.9,55.1,268,77,1010.4,11.6
71,2016-11-11,27.8,49.7,296,48,1011.6,12.6
72,2016-11-12,21.2,31.3,334,56,1013.8,8.7
73,2016-11-13,20.0,31.7,304,76,1013.9,10.2
74,2016-11-14,21.3,34.9,3,34,1018.3,10.5
75,2016-11-15,13.6,22.3,338,1,1022.3,8.2
76,2016-11-16,12.7,19.4,307,16,1018.5,9.2
77,2016-11-17,13.6,20.9,284,11,1012.1,10.4
78,2016-11-18,15.6,25.9,160,95,1006.9,12.4
79,2016-11-19,18.4,28.8,281,82,1006.4,11.7
80,2016-11-20,40.1,59.8,153,83,1001.3,14.0
81,2016-11-21,48.1,73.4,164,98,996.7,15.5
82,2016-11-22,40.3,60.1,144,98,1000.4,15.4
83,2016-11-23,44.2,75.6,115,78,1002.3,16.2
84,2016-11-24,51.5,85.3,120,84,1001.6,13.3
85,2016-11-25,16.6,27.4,78,74,1004.3,11.8
86,2016-11-26,19.2,29.9,80,77,1008.1,10.7
87,2016-11-27,19.5,29.2,44,42,1006.7,11.3
88,2016-11-28,18.8,28.8,19,48,1005.5,9.0
89,2016-11-29,21.2,32.8,68,40,1016.3,9.3
90,2016-11-30,13.0,21.6,55,26,1025.1,8.7
91,2016-12-01,10.1,19.4,278,19,1019.8,7.2
92,2016-12-02,11.2,19.8,322,32,1011.3,6.1
93,2016-12-03,17.9,30.2,40,4,1009.8,6.4
94,2016-12-04,31.4,42.1,116,78,1012.5,10.9
95,2016-12-05,22.1,36.7,49,43,1016.4,11.0
96,2016-12-06,12.6,19.1,6,6,1019.6,10.1
97,2016-12-07,17.9,26.6,27,0,1024.3,8.7
98,2016-12-08,14.0,22.0,46,11,1027.5,8.3
99,2016-12-09,19.2,28.4,39,70,1025.3,8.8
100,2016-12-10,12.6,18.4,351,36,1021.2,8.5
101,2016-12-11,18.9,30.6,306,34,1016.6,7.2
102,2016-12-12,21.0,28.8,321,17,1014.5,7.8
103,2016-12-13,17.8,27.0,36,21,1018.1,7.9
104,2016-12-14,24.2,32.8,125,54,1015.7,11.3
105,2016-12-15,15.5,26.3,76,35,1015.7,10.7
106,2016-12-16,33.9,47.9,123,79,1017.1,11.8
107,2016-12-17,15.3,24.8,34,13,1027.2,8.3
108,2016-12-18,15.0,24.8,30,3,1025.7,6.4
109,2016-12-19,21.7,34.6,26,74,1014.6,5.5
110,2016-12-20,27.4,40.0,358,100,1011.0,7.7
111,2016-12-21,22.2,25.6,322,45,1018.5,8.4
112,2016-12-22,15.3,23.4,319,59,1024.2,7.3
113,2016-12-23,17.4,25.2,301,17,1025.9,9.8
114,2016-12-24,25.0,36.0,293,69,1026.8,11.2
115,2016-12-25,21.3,29.2,309,90,1023.7,11.9
116,2016-12-26,11.7,16.9,310,69,1023.1,9.3
117,2016-12-27,19.0,27.0,338,6,1025.7,9.8
118,2016-12-28,17.7,28.8,7,36,1027.9,7.5
119,2016-12-29,11.8,19.8,6,34,1025.9,4.7
120,2016-12-30,16.6,25.6,51,80,1028.4,8.3
121,2016-12-31,16.8,24.5,40,33,1025.3,8.3
122,2017-01-01,9.4,16.2,28,88,1017.8,6.7
123,2017-01-02,13.8,24.8,8,71,1014.5,6.6
124,2017-01-03,16.9,31.0,356,2,1015.8,4.0
125,2017-01-04,14.2,24.5,333,8,1015.5,2.2
126,2017-01-05,23.6,43.6,320,7,1017.2,4.6
127,2017-01-06,17.3,34.2,351,5,1022.6,1.1
128,2017-01-07,10.9,21.6,359,0,1023.0,-0.1
129,2017-01-08,23.4,42.5,334,27,1019.1,4.2
130,2017-01-09,17.0,29.2,324,5,1018.2,3.2
131,2017-01-10,18.0,32.8,298,69,1006.2,6.0
132,2017-01-11,13.5,25.2,303,26,1011.8,5.1
133,2017-01-12,13.8,33.8,259,67,1011.1,8.9
134,2017-01-13,34.8,63.4,295,15,1006.2,7.0
135,2017-01-14,29.9,55.1,306,5,1012.1,3.8
136,2017-01-15,28.0,51.8,344,44,1013.3,3.6
137,2017-01-16,27.7,50.4,352,22,1011.4,2.7
138,2017-01-17,32.0,58.7,1,1,1011.6,0.9
139,2017-01-18,18.4,32.4,337,12,1015.4,-0.2
140,2017-01-19,14.9,28.4,5,19,1018.6,1.1
141,2017-01-20,18.1,31.3,17,26,1019.9,2.5
142,2017-01-21,19.3,33.8,16,57,1016.1,4.9
143,2017-01-22,20.9,36.7,9,96,1013.5,4.6
144,2017-01-23,22.0,37.8,10,90,1012.5,6.2
145,2017-01-24,13.4,23.0,352,47,1013.1,2.1
146,2017-01-25,16.9,29.9,359,18,1014.8,0.7
147,2017-01-26,19.7,43.9,42,86,1012.6,3.9
148,2017-01-27,39.2,71.6,126,97,1010.9,10.6
149,2017-01-28,29.2,56.2,82,100,1011.3,9.3
150,2017-01-29,13.0,22.3,312,63,1016.5,7.0
151,2017-01-30,10.8,20.9,15,89,1015.0,6.7
152,2017-01-31,15.3,29.9,50,95,1011.6,9.3
153,2017-02-01,18.9,35.3,113,89,1010.5,11.8
154,2017-02-02,34.9,69.5,129,77,1005.9,12.2
155,2017-02-03,18.4,41.4,327,66,1004.9,7.6
156,2017-02-04,25.1,49.3,284,79,1002.2,9.8
157,2017-02-05,27.9,59.4,310,92,998.1,8.8
158,2017-02-06,32.3,59.8,311,15,1005.4,8.9
159,2017-02-07,19.7,36.7,304,92,1010.0,8.8
160,2017-02-08,20.0,35.3,325,70,1009.7,8.7
161,2017-02-09,17.2,32.8,352,37,1011.3,7.7
162,2017-02-10,19.2,37.8,103,68,1010.5,7.1
163,2017-02-11,30.4,54.0,124,93,1011.1,9.9
164,2017-02-12,34.8,62.3,114,94,1011.1,11.6
165,2017-02-13,35.9,63.7,114,96,1012.1,13.2
166,2017-02-14,36.4,64.8,118,96,1017.9,12.1
167,2017-02-15,18.3,35.6,72,76,1026.9,11.1
168,2017-02-16,11.6,23.0,44,92,1025.6,11.4
169,2017-02-17,10.2,20.5,346,41,1020.0,9.1
170,2017-02-18,18.3,34.9,8,53,1015.7,10.1
171,2017-02-19,17.5,30.6,297,10,1017.9,9.4
172,2017-02-20,18.6,32.4,322,13,1017.2,10.9
173,2017-02-21,21.2,36.4,319,43,1015.6,11.7
174,2017-02-22,14.1,24.1,314,32,1013.2,11.3
175,2017-02-23,9.9,20.9,11,43,1008.1,9.8
176,2017-02-24,23.3,41.4,330,43,1006.3,10.7
177,2017-02-25,23.7,42.1,342,2,1012.1,8.1
178,2017-02-26,13.0,26.6,260,15,1012.9,6.7
179,2017-02-27,16.3,33.1,48,53,1006.0,9.1
180,2017-02-28,24.9,45.4,259,82,1000.6,10.3
181,2017-03-01,18.7,37.8,256,63,1009.7,8.9
182,2017-03-02,18.2,35.6,304,53,1011.0,11.0
183,2017-03-03,33.6,61.6,124,75,1005.4,10.2
184,2017-03-04,51.7,116.3,160,91,992.8,10.2
185,2017-03-05,14.3,26.3,250,68,1005.4,7.4
186,2017-03-06,58.6,106.6,274,61,1006.5,10.3
187,2017-03-07,37.1,67.7,318,64,1012.6,10.2
188,2017-03-08,24.7,45.7,321,68,1016.7,11.0
189,2017-03-09,13.4,32.4,311,64,1016.3,13.1
190,2017-03-10,23.4,43.6,352,28,1013.6,14.2
191,2017-03-11,17.9,31.0,26,77,1011.4,13.0
192,2017-03-12,17.7,31.0,305,62,1007.4,11.6
193,2017-03-13,20.5,36.7,344,56,1012.8,13.0
194,2017-03-14,18.4,35.3,358,31,1021.1,12.3
195,2017-03-15,16.9,33.5,6,0,1019.9,12.6
196,2017-03-16,10.5,24.1,358,0,1016.8,11.2
197,2017-03-17,17.2,29.5,309,34,1013.9,10.8
198,2017-03-18,22.7,43.2,300,67,1012.0,14.2
199,2017-03-19,17.1,31.7,323,31,1008.9,15.4
200,2017-03-20,13.5,29.2,291,35,1006.6,13.9
201,2017-03-21,20.9,37.8,302,67,1005.6,13.4
202,2017-03-22,18.2,34.9,276,75,1004.4,11.5
203,2017-03-23,27.0,51.5,160,75,1002.4,12.0
204,2017-03-24,20.0,51.8,53,97,1009.0,11.3
205,2017-03-25,37.0,87.1,101,81,1009.3,11.1
206,2017-03-26,17.5,33.8,75,41,1012.1,10.9
207,2017-03-27,22.3,45.4,123,23,1014.9,10.6
208,2017-03-28,14.2,28.8,265,8,1018.0,11.8
209,2017-03-29,17.4,30.2,358,0,1017.8,15.7
210,2017-03-30,9.7,23.0,60,0,1017.9,13.1
211,2017-03-31,17.3,35.6,109,88,1014.6,12.7
212,2017-04-01,22.5,41.4,10,99,1008.2,11.1
213,2017-04-02,20.3,38.5,330,90,1008.8,12.0
214,2017-04-03,13.4,37.1,333,23,1013.0,14.7
215,2017-04-04,20.9,40.0,335,22,1012.4,16.2
216,2017-04-05,25.8,54.0,342,40,1011.2,15.2
217,2017-04-06,30.3,55.8,360,2,1011.3,14.3
218,2017-04-07,16.0,32.0,349,2,1013.2,13.9
219,2017-04-08,14.0,29.2,38,0,1013.9,13.7
220,2017-04-09,10.4,23.8,56,0,1017.4,13.0
221,2017-04-10,13.2,22.7,290,9,1015.3,14.2
222,2017-04-11,14.8,29.5,359,28,1012.8,16.5
223,2017-04-12,14.3,27.7,299,11,1012.3,14.8
224,2017-04-13,13.6,29.2,355,1,1008.1,15.9
225,2017-04-14,24.9,45.7,303,14,1007.8,16.9
226,2017-04-15,28.7,54.0,303,53,1010.4,15.9
227,2017-04-16,21.7,42.8,319,3,1012.8,15.9
228,2017-04-17,23.0,39.2,352,18,1011.0,14.6
229,2017-04-18,33.9,62.3,5,0,1010.6,13.9
230,2017-04-19,34.1,63.4,7,1,1015.2,11.4
231,2017-04-20,28.7,52.6,13,0,1019.3,11.2
232,2017-04-21,19.6,38.5,17,0,1020.8,11.6
233,2017-04-22,16.6,34.6,257,0,1017.0,11.9
234,2017-04-23,20.2,38.5,345,2,1011.1,15.6
235,2017-04-24,17.8,38.2,114,43,1010.6,13.2
236,2017-04-25,29.2,55.1,128,85,1004.0,13.8
237,2017-04-26,22.1,40.0,302,98,1000.8,12.9
238,2017-04-27,16.5,32.8,342,82,1005.8,10.1
239,2017-04-28,22.9,44.6,338,28,1008.6,10.4
240,2017-04-29,18.4,35.6,28,18,1008.4,10.9
241,2017-04-30,41.7,76.3,140,90,1004.0,12.1
242,2017-05-01,28.4,53.3,296,46,1009.2,11.2
243,2017-05-02,17.5,36.4,252,66,1010.8,12.0
244,2017-05-03,13.6,31.7,275,43,1011.0,11.7
245,2017-05-04,15.2,32.0,104,80,1008.2,13.1
246,2017-05-05,15.3,34.2,62,68,1008.1,13.7
247,2017-05-06,29.4,55.8,319,64,1006.0,14.4
248,2017-05-07,29.0,55.8,302,18,1011.3,15.5
249,2017-05-08,25.2,48.2,353,0,1009.4,16.7
250,2017-05-09,23.4,43.9,11,18,1005.1,15.0
251,2017-05-10,21.4,45.7,98,73,1001.1,14.2
252,2017-05-11,35.1,66.6,130,90,994.7,15.1
253,2017-05-12,17.1,32.8,47,78,997.6,16.0
254,2017-05-13,15.5,28.8,323,39,1006.0,17.2
255,2017-05-14,13.4,27.0,295,56,1015.0,17.8
256,2017-05-15,17.4,33.8,5,35,1018.8,20.2
257,2017-05-16,13.6,27.0,55,45,1018.6,19.0
258,2017-05-17,12.3,28.1,114,60,1014.4,18.1
259,2017-05-18,21.9,40.0,158,65,1007.7,18.0
260,2017-05-19,23.9,42.5,300,34,1009.9,15.2
261,2017-05-20,28.6,54.0,303,10,1014.7,16.1
262,2017-05-21,21.4,42.1,355,62,1014.0,17.9
263,2017-05-22,10.5,25.2,80,80,1011.8,16.3
264,2017-05-23,16.1,30.6,325,30,1011.3,21.5
265,2017-05-24,23.0,44.3,3,15,1011.4,24.1
266,2017-05-25,23.0,45.4,6,0,1008.2,23.1
267,2017-05-26,17.9,38.2,164,0,1009.9,20.2
268,2017-05-27,12.2,28.8,161,0,1012.4,20.2
269,2017-05-28,15.1,33.8,145,15,1013.1,19.9
270,2017-05-29,13.4,31.7,141,56,1010.0,19.8
271,2017-05-30,17.6,36.7,218,87,1010.0,19.6
272,2017-05-31,18.2,34.6,184,60,1012.2,20.7
273,2017-06-01,10.9,24.5,134,50,1012.8,19.9
274,2017-06-02,15.8,34.2,201,49,1011.4,20.3
275,2017-06-03,15.5,37.4,230,88,1009.1,19.8
276,2017-06-04,18.0,33.1,310,67,1008.8,20.6
277,2017-06-05,16.0,27.4,316,66,1005.6,21.3
278,2017-06-06,32.0,61.6,306,31,1005.3,19.6
279,2017-06-07,18.3,39.2,314,21,1012.7,18.4
280,2017-06-08,15.5,34.9,71,6,1011.5,19.0
281,2017-06-09,14.3,33.8,276,82,1009.9,20.3
282,2017-06-10,18.4,37.4,313,57,1010.0,24.2
283,2017-06-11,14.2,32.4,177,3,1010.6,23.2
284,2017-06-12,12.5,25.2,261,19,1008.5,26.6
285,2017-06-13,15.2,30.6,69,16,1007.0,26.3
286,2017-06-14,12.9,32.4,137,36,1007.1,24.0
287,2017-06-15,18.6,32.0,273,30,1008.5,27.3
288,2017-06-16,19.8,36.7,346,17,1011.0,29.3
289,2017-06-17,29.9,56.9,1,0,1010.2,26.5
290,2017-06-18,22.9,45.4,48,0,1009.7,25.7
291,2017-06-19,20.3,42.1,139,0,1013.3,23.8
292,2017-06-20,14.7,33.5,126,30,1012.0,23.0
293,2017-06-21,15.1,35.3,127,69,1009.4,23.8
294,2017-06-22,15.0,34.6,145,54,1010.5,24.1
295,2017-06-23,16.5,29.9,259,50,1010.5,27.8
296,2017-06-24,21.7,40.3,288,18,1009.3,27.8
297,2017-06-25,20.1,38.9,326,29,1007.9,26.4
298,2017-06-26,18.9,43.2,57,69,1004.6,24.6
299,2017-06-27,18.4,39.2,173,46,1001.0,23.5
300,2017-06-28,25.3,53.3,270,63,997.2,20.9
301,2017-06-29,25.4,51.1,273,37,999.5,19.8
302,2017-06-30,23.5,49.3,275,29,1005.0,18.5
303,2017-07-01,23.1,45.4,301,49,1010.5,19.1
304,2017-07-02,27.7,51.8,318,44,1013.2,22.1
305,2017-07-03,19.1,37.4,333,0,1013.6,23.7
306,2017-07-04,18.6,37.4,30,9,1011.6,24.4
307,2017-07-05,14.7,34.2,122,1,1011.9,21.3
308,2017-07-06,16.1,35.3,122,37,1012.2,22.7
309,2017-07-07,14.9,32.8,196,24,1011.8,24.6
310,2017-07-08,21.5,45.4,199,76,1008.7,24.9
311,2017-07-09,15.3,33.8,144,65,1005.3,23.2
312,2017-07-10,18.8,41.0,259,24,1005.9,24.7
313,2017-07-11,18.1,33.8,269,45,1007.9,24.0
314,2017-07-12,23.8,47.2,304,1,1009.1,26.2
315,2017-07-13,27.5,50.8,312,0,1009.8,25.8
316,2017-07-14,26.9,48.6,326,0,1009.7,25.9
317,2017-07-15,21.6,39.6,355,5,1010.6,26.3
318,2017-07-16,26.2,50.4,11,16,1012.2,26.4
319,2017-07-17,17.5,37.8,153,21,1013.1,23.6
320,2017-07-18,16.9,37.8,127,35,1011.0,22.6
321,2017-07-19,17.5,37.4,123,62,1009.1,22.0
322,2017-07-20,15.3,33.8,338,49,1006.9,24.6
323,2017-07-21,16.6,33.1,47,68,1004.6,24.4
324,2017-07-22,17.4,38.2,188,41,1007.1,23.3
325,2017-07-23,20.7,41.4,291,43,1009.6,26.0
326,2017-07-24,34.5,65.5,302,22,1006.8,23.9
327,2017-07-25,31.5,60.1,313,22,1006.8,23.2
328,2017-07-26,34.2,63.7,312,36,1005.7,23.6
329,2017-07-27,21.6,42.5,308,58,1005.7,26.1
330,2017-07-28,21.6,40.3,296,4,1007.5,27.2
331,2017-07-29,19.1,39.2,220,14,1008.5,25.1
332,2017-07-30,15.6,35.3,123,15,1007.8,23.2
333,2017-07-31,19.0,40.0,143,24,1007.0,24.0
334,2017-08-01,20.5,42.5,147,46,1007.6,24.5
335,2017-08-02,13.2,33.8,152,22,1010.9,25.8
336,2017-08-03,13.8,32.8,167,50,1009.0,26.2
337,2017-08-04,21.4,38.9,316,3,1006.7,30.0
338,2017-08-05,20.9,36.0,324,17,1007.0,29.9
339,2017-08-06,18.7,32.8,355,43,1009.1,27.4
340,2017-08-07,16.3,33.8,13,21,1007.6,25.1
341,2017-08-08,22.4,45.0,307,67,1005.5,23.8
342,2017-08-09,31.3,58.7,305,40,1009.1,21.3
343,2017-08-10,26.8,56.2,300,41,1011.6,20.3
344,2017-08-11,29.3,56.9,302,47,1012.1,19.5
345,2017-08-12,17.1,35.6,318,1,1012.7,22.5
346,2017-08-13,19.4,37.8,319,45,1011.1,24.4
347,2017-08-14,16.5,36.4,124,2,1011.7,22.8
348,2017-08-15,14.8,33.8,142,47,1013.0,22.7
349,2017-08-16,11.8,24.8,250,54,1011.8,24.0
350,2017-08-17,19.9,40.7,262,24,1010.6,26.6
351,2017-08-18,17.0,36.4,33,25,1008.9,25.3
352,2017-08-19,26.0,48.2,320,43,1010.9,25.0
353,2017-08-20,22.5,43.6,359,40,1013.1,23.6
354,2017-08-21,21.1,40.7,3,0,1012.4,24.4
355,2017-08-22,16.7,36.7,115,0,1010.9,22.6
356,2017-08-23,14.5,33.5,174,59,1009.6,22.9
357,2017-08-24,17.6,38.2,105,75,1011.0,22.5
358,2017-08-25,18.1,38.2,110,61,1011.9,22.5
359,2017-08-26,14.1,34.6,113,41,1011.2,22.8
360,2017-08-27,12.7,30.2,169,65,1009.8,23.9
361,2017-08-28,15.2,33.1,197,65,1007.7,24.0
362,2017-08-29,16.1,37.8,133,86,1007.1,23.2
363,2017-08-30,18.2,39.2,113,86,1006.4,24.7
364,2017-08-31,22.1,38.9,307,85,1009.2,21.8
365,2017-09-01,27.9,56.5,316,14,1010.6,20.7
366,2017-09-02,27.6,55.4,314,18,1011.1,19.6
367,2017-09-03,20.6,42.8,273,86,1008.6,19.6
368,2017-09-04,15.1,32.8,279,56,1008.6,21.3
369,2017-09-05,18.9,39.2,243,21,1012.6,23.1
370,2017-09-06,27.2,51.5,306,37,1012.3,24.1
371,2017-09-07,29.0,51.8,318,9,1009.8,20.9
372,2017-09-08,22.0,46.1,241,1,1006.3,20.1
373,2017-09-09,15.7,30.2,290,76,999.3,17.7
374,2017-09-10,34.8,66.6,314,31,999.3,18.6
375,2017-09-11,36.2,67.3,297,40,1001.9,20.0
376,2017-09-12,29.0,56.2,308,18,1007.8,19.2
377,2017-09-13,22.7,45.4,253,15,1012.8,20.1
378,2017-09-14,35.4,67.7,314,30,1009.9,19.5
379,2017-09-15,14.6,27.7,293,62,1007.6,16.2
380,2017-09-16,24.0,46.4,287,33,1005.1,16.3
381,2017-09-17,20.5,43.6,275,71,1009.0,16.1
382,2017-09-18,16.6,30.2,298,76,1010.0,15.7
383,2017-09-19,26.8,56.2,313,26,1012.3,16.1
384,2017-09-20,16.8,30.6,333,0,1012.9,16.8
385,2017-09-21,13.3,29.9,59,1,1011.5,16.4
386,2017-09-22,13.0,29.2,187,77,1013.2,16.4
387,2017-09-23,15.5,34.2,190,72,1013.9,17.7
388,2017-09-24,12.2,28.8,215,43,1011.5,18.3
389,2017-09-25,16.1,30.6,304,73,1010.8,19.1
390,2017-09-26,12.9,27.7,260,28,1012.9,19.0
391,2017-09-27,14.4,32.0,166,20,1015.2,17.6
392,2017-09-28,13.1,29.2,223,54,1017.9,17.2
393,2017-09-29,14.2,31.3,229,30,1015.9,17.3
394,2017-09-30,16.3,28.4,303,85,1012.8,16.7
395,2017-10-01,15.5,27.7,319,94,1013.1,17.8
396,2017-10-02,17.1,38.2,137,89,1015.3,17.3
397,2017-10-03,15.2,26.6,33,40,1013.5,19.1
398,2017-10-04,16.2,28.4,5,37,1017.0,17.8
399,2017-10-05,22.6,39.6,319,2,1013.2,17.6
400,2017-10-06,25.0,46.8,326,7,1011.5,18.6
401,2017-10-07,25.2,45.0,343,20,1015.3,15.6
402,2017-10-08,15.5,32.4,312,12,1012.1,15.8
403,2017-10-09,14.8,32.0,338,29,1012.2,17.8
404,2017-10-10,12.9,24.1,300,20,1012.9,16.9
405,2017-10-11,11.6,25.2,82,44,1015.3,16.1
406,2017-10-12,12.3,28.4,239,54,1018.0,18.0
407,2017-10-13,10.9,26.6,117,33,1019.0,16.8
408,2017-10-14,9.5,23.0,94,74,1020.5,17.7
409,2017-10-15,14.0,29.5,112,78,1021.2,17.7
410,2017-10-16,13.6,28.8,129,79,1020.4,17.6
411,2017-10-17,15.3,32.8,104,78,1017.1,16.1
412,2017-10-18,27.4,49.0,120,93,1009.8,17.5
413,2017-10-19,32.6,60.5,122,95,1006.3,18.5
414,2017-10-20,13.3,26.3,52,75,1010.7,17.2
415,2017-10-21,18.7,34.6,313,83,1013.4,17.7
416,2017-10-22,28.8,56.5,305,19,1016.3,14.5
417,2017-10-23,24.3,43.2,323,21,1016.8,14.7
418,2017-10-24,20.7,40.0,359,28,1016.2,16.9
419,2017-10-25,14.2,25.2,9,34,1017.1,16.2
420,2017-10-26,9.6,22.3,285,38,1019.2,13.8
421,2017-10-27,31.6,59.4,309,1,1017.0,17.1
422,2017-10-28,20.8,36.4,332,2,1017.2,14.7
423,2017-10-29,31.0,56.5,304,44,1012.0,13.2
424,2017-10-30,29.2,51.5,341,25,1010.5,14.0
425,2017-10-31,18.6,36.7,12,2,1015.8,12.3
426,2017-11-01,11.4,24.8,43,56,1016.5,12.3
427,2017-11-02,12.7,24.1,47,94,1013.2,14.6
428,2017-11-03,11.9,24.8,38,59,1008.3,14.2
429,2017-11-04,28.3,52.9,137,99,1005.8,16.0
430,2017-11-05,30.8,56.5,307,73,1005.7,13.4
431,2017-11-06,33.2,60.5,324,25,1007.9,9.6
432,2017-11-07,20.9,37.4,322,27,1008.7,9.2
433,2017-11-08,27.0,49.3,302,35,1011.5,7.4
434,2017-11-09,20.8,40.0,345,39,1014.4,8.2
435,2017-11-10,18.9,33.8,318,45,1017.2,8.5
436,2017-11-11,23.2,45.7,307,68,1013.7,12.9
437,2017-11-12,29.0,55.1,289,54,1006.7,14.5
438,2017-11-13,36.9,69.8,332,8,1005.8,9.4
439,2017-11-14,30.0,54.4,348,8,1011.5,8.7
440,2017-11-15,17.7,33.5,349,29,1012.4,7.0
441,2017-11-16,13.0,24.8,357,26,1013.4,6.9
442,2017-11-17,15.6,27.0,355,16,1012.7,8.6
443,2017-11-18,16.6,32.4,349,9,1013.4,8.1
444,2017-11-19,11.6,19.8,322,16,1013.6,7.8
445,2017-11-20,11.2,19.1,322,23,1015.1,7.8
446,2017-11-21,10.1,15.1,299,10,1013.1,8.4
447,2017-11-22,19.1,33.5,74,69,1010.5,9.9
448,2017-11-23,22.2,39.2,124,74,1011.0,13.5
449,2017-11-24,14.5,26.6,57,98,1011.8,12.8
450,2017-11-25,26.0,48.2,321,54,1010.0,12.2
451,2017-11-26,26.8,49.3,315,16,1019.6,7.0
452,2017-11-27,19.5,33.8,325,3,1020.9,6.8
453,2017-11-28,12.5,21.6,302,55,1009.6,5.4
454,2017-11-29,16.8,29.9,308,20,1000.8,6.3
455,2017-11-30,25.7,48.2,299,3,1004.7,4.7
456,2017-12-01,24.0,45.7,308,29,1004.5,3.6
457,2017-12-02,21.3,52.6,335,83,1006.6,3.6
458,2017-12-03,20.1,38.2,311,22,1016.4,2.8
459,2017-12-04,16.6,34.6,310,5,1023.9,4.4
460,2017-12-05,13.6,23.4,331,1,1027.2,5.4
461,2017-12-06,13.0,22.0,356,1,1027.1,4.0
462,2017-12-07,15.5,27.0,4,58,1022.4,5.9
463,2017-12-08,27.1,53.6,286,59,1014.8,6.9
