,time,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,cloud_cover_mean,surface_pressure_mean,temperature_2m_mean
2532,2023-08-08,18.1,37.8,250,21,1010.3,22.4
2533,2023-08-09,17.3,36.7,243,6,1009.8,24.3
2534,2023-08-10,17.1,37.8,97,31,1010.5,25.0
2535,2023-08-11,19.9,41.8,152,43,1013.1,25.2
2536,2023-08-12,14.6,32.0,172,11,1013.1,24.0
2537,2023-08-13,15.8,33.8,159,38,1011.2,22.7
2538,2023-08-14,17.6,38.2,129,48,1009.8,23.9
2539,2023-08-15,15.3,33.8,113,19,1010.0,24.0
2540,2023-08-16,14.3,32.8,146,32,1009.8,24.0
2541,2023-08-17,13.1,31.3,134,49,1008.9,25.2
2542,2023-08-18,16.8,36.0,134,36,1007.8,25.1
2543,2023-08-19,10.9,27.4,144,45,1009.6,25.9
2544,2023-08-20,16.4,33.1,241,1,1010.9,28.7
2545,2023-08-21,16.1,36.4,116,5,1011.9,29.3
2546,2023-08-22,14.7,30.2,216,17,1010.4,29.6
2547,2023-08-23,19.0,38.2,58,19,1008.1,30.5
2548,2023-08-24,13.8,31.0,159,22,1007.9,27.7
2549,2023-08-25,15.6,31.3,113,48,1006.3,27.4
2550,2023-08-26,9.9,25.2,350,80,1005.6,24.3
2551,2023-08-27,20.5,34.9,340,100,1002.9,21.2
2552,2023-08-28,34.8,61.6,318,59,1002.0,21.3
2553,2023-08-29,29.4,53.3,314,33,1003.1,20.9
2554,2023-08-30,27.2,51.8,308,22,1003.4,21.0
2555,2023-08-31,18.3,33.1,280,28,1008.3,21.7
2556,2023-09-01,15.3,31.7,97,40,1010.4,20.2
2557,2023-09-02,19.1,37.8,118,87,1012.1,21.7
2558,2023-09-03,12.3,26.6,49,49,1014.5,22.6
2559,2023-09-04,14.3,29.5,63,8,1012.8,23.2
2560,2023-09-05,16.6,34.2,145,14,1012.0,22.2
2561,2023-09-06,16.2,33.5,205,0,1012.9,21.5
2562,2023-09-07,12.7,27.4,201,2,1011.9,21.5
2563,2023-09-08,13.9,31.7,196,1,1011.5,21.8
2564,2023-09-09,12.1,27.4,184,0,1010.9,22.0
2565,2023-09-10,11.2,24.8,197,6,1011.1,21.7
2566,2023-09-11,12.6,28.8,182,53,1009.0,20.6
2567,2023-09-12,14.2,30.2,104,82,1008.2,21.9
2568,2023-09-13,15.5,32.0,352,40,1010.1,22.5
2569,2023-09-14,10.3,19.1,344,10,1010.6,23.1
2570,2023-09-15,19.0,40.7,127,58,1008.8,21.6
2571,2023-09-16,24.7,47.9,134,94,1006.8,21.8
2572,2023-09-17,27.1,50.0,122,79,1007.3,23.3
2573,2023-09-18,25.0,42.5,159,90,1005.3,24.5
2574,2023-09-19,15.0,26.6,285,23,1010.2,22.0
2575,2023-09-20,16.3,29.9,51,91,1006.3,18.5
2576,2023-09-21,24.5,47.5,116,94,998.6,20.7
2577,2023-09-22,19.4,38.9,282,48,1002.1,18.1
2578,2023-09-23,22.7,43.6,308,8,1010.5,17.4
2579,2023-09-24,20.9,38.2,353,6,1014.3,17.2
2580,2023-09-25,9.1,15.8,350,8,1014.3,17.7
2581,2023-09-26,9.7,21.6,302,6,1014.0,17.2
2582,2023-09-27,9.6,21.6,279,44,1012.6,18.1
2583,2023-09-28,10.2,22.3,222,56,1012.3,18.4
2584,2023-09-29,10.7,20.9,327,2,1014.5,21.1
2585,2023-09-30,14.5,30.2,2,1,1015.7,23.2
2586,2023-10-01,15.3,30.2,8,12,1016.4,21.3
2587,2023-10-02,13.0,27.4,123,55,1017.4,18.9
2588,2023-10-03,19.1,38.2,146,65,1016.9,22.3
2589,2023-10-04,14.0,29.5,356,58,1018.0,21.0
2590,2023-10-05,13.3,25.2,315,44,1017.6,18.5
2591,2023-10-06,10.6,20.2,317,0,1017.4,18.2
2592,2023-10-07,9.4,19.4,304,0,1017.5,18.3
2593,2023-10-08,11.1,19.1,4,0,1017.6,19.1
2594,2023-10-09,10.2,22.3,240,0,1017.1,18.1
2595,2023-10-10,10.2,22.3,315,34,1015.0,18.1
2596,2023-10-11,12.8,26.3,31,56,1014.9,18.3
2597,2023-10-12,13.0,25.9,324,72,1014.7,19.4
2598,2023-10-13,21.8,41.8,108,71,1013.0,19.7
2599,2023-10-14,16.6,30.6,316,86,1011.0,21.1
2600,2023-10-15,21.7,37.1,12,69,1010.8,16.3
2601,2023-10-16,21.0,36.7,19,88,1007.3,16.3
2602,2023-10-17,31.0,54.7,106,100,1005.6,17.6
2603,2023-10-18,39.0,68.0,130,90,998.5,19.6
2604,2023-10-19,36.0,64.4,148,93,988.4,20.3
2605,2023-10-20,41.2,74.9,213,78,981.5,18.9
2606,2023-10-21,19.9,34.2,284,34,996.9,15.8
2607,2023-10-22,11.5,20.9,24,60,1005.1,13.5
2608,2023-10-23,41.9,76.0,121,98,1001.0,18.1
2609,2023-10-24,17.9,32.8,285,66,1000.4,16.6
2610,2023-10-25,15.0,35.6,263,79,1000.2,15.6
2611,2023-10-26,23.5,40.3,307,93,995.0,16.8
2612,2023-10-27,22.8,39.6,264,31,996.9,15.1
2613,2023-10-28,18.0,30.2,29,32,1000.2,12.9
2614,2023-10-29,31.9,55.4,159,84,998.1,17.7
2615,2023-10-30,28.7,50.8,160,86,996.7,17.6
2616,2023-10-31,23.8,43.2,276,41,1005.2,14.0
2617,2023-11-01,20.3,38.5,356,84,1003.4,13.5
2618,2023-11-02,29.1,50.4,295,100,989.9,13.0
2619,2023-11-03,29.0,52.6,275,83,989.7,10.4
2620,2023-11-04,21.3,44.6,252,85,988.8,11.8
2621,2023-11-05,38.1,67.0,270,13,992.2,12.8
2622,2023-11-06,15.7,30.6,282,38,1006.3,11.4
2623,2023-11-07,14.1,27.0,272,29,1012.6,11.0
2624,2023-11-08,15.0,28.1,257,26,1014.2,9.8
2625,2023-11-09,20.9,36.4,313,79,1007.1,12.0
2626,2023-11-10,21.1,38.9,268,63,1004.7,12.0
2627,2023-11-11,17.8,31.0,283,62,1005.6,11.6
2628,2023-11-12,23.2,40.7,278,89,1006.8,13.2
2629,2023-11-13,14.7,26.3,265,97,1012.1,15.3
2630,2023-11-14,18.8,30.6,267,79,1011.9,17.0
2631,2023-11-15,27.0,45.7,313,45,1015.6,14.8
2632,2023-11-16,26.0,43.9,272,83,1013.3,11.1
2633,2023-11-17,24.0,45.7,307,53,1016.1,13.1
2634,2023-11-18,10.0,21.2,270,62,1018.2,10.3
2635,2023-11-19,11.5,19.4,317,23,1015.2,11.7
2636,2023-11-20,18.2,31.0,304,29,1011.0,13.4
2637,2023-11-21,23.4,45.7,316,41,1006.7,12.7
2638,2023-11-22,32.5,59.8,354,18,1010.6,11.6
2639,2023-11-23,14.9,31.0,302,12,1015.6,8.3
2640,2023-11-24,24.4,43.6,311,30,1008.0,9.4
2641,2023-11-25,22.8,39.6,340,15,1008.8,8.1
2642,2023-11-26,13.2,24.8,330,54,1010.5,5.9
2643,2023-11-27,9.3,17.3,277,95,1004.8,5.2
2644,2023-11-28,20.5,36.7,284,49,999.2,9.8
2645,2023-11-29,13.5,22.7,1,37,1001.5,5.3
2646,2023-11-30,16.6,28.4,13,99,994.1,9.2
2647,2023-12-01,15.3,26.3,359,100,990.5,9.8
2648,2023-12-02,24.9,45.0,295,21,1002.6,6.5
2649,2023-12-03,11.6,20.2,0,20,1014.4,1.4
2650,2023-12-04,24.2,42.1,41,81,1007.2,7.3
2651,2023-12-05,24.3,43.6,276,49,1008.4,7.4
2652,2023-12-06,15.3,25.6,320,50,1009.8,6.0
2653,2023-12-07,18.3,31.3,8,79,1011.2,3.9
2654,2023-12-08,22.1,37.4,330,80,1006.0,9.8
2655,2023-12-09,12.7,25.6,259,76,1010.6,8.9
2656,2023-12-10,13.2,22.7,263,83,1013.2,10.3
2657,2023-12-11,14.9,24.5,262,97,1009.8,13.4
2658,2023-12-12,16.4,27.4,278,99,1005.9,12.5
2659,2023-12-13,23.9,46.1,269,80,1000.5,11.8
2660,2023-12-14,26.7,51.8,303,53,1010.6,10.0
2661,2023-12-15,21.7,39.2,330,22,1024.4,9.3
2662,2023-12-16,17.9,33.5,345,5,1029.9,6.6
2663,2023-12-17,15.5,27.4,4,0,1031.1,6.7
2664,2023-12-18,8.0,13.3,316,6,1027.8,4.2
2665,2023-12-19,12.0,19.8,313,8,1020.7,4.9
2666,2023-12-20,25.2,45.7,314,58,1014.4,9.1
2667,2023-12-21,34.9,62.6,296,82,1013.2,11.2
2668,2023-12-22,34.0,61.2,304,78,1012.9,13.3
2669,2023-12-23,23.9,43.2,324,24,1016.1,10.5
2670,2023-12-24,11.1,16.9,313,2,1015.0,7.9
2671,2023-12-25,9.3,16.2,329,0,1013.1,6.1
2672,2023-12-26,7.8,13.3,327,14,1013.9,5.8
2673,2023-12-27,12.1,20.5,33,19,1016.9,5.5
2674,2023-12-28,12.4,20.9,39,93,1018.9,9.4
2675,2023-12-29,11.3,19.8,15,83,1016.0,9.4
2676,2023-12-30,8.1,14.4,322,42,1012.5,7.9
2677,2023-12-31,20.1,38.5,330,81,1006.9,10.4
2678,2024-01-01,24.8,42.1,290,68,1010.7,9.4
2679,2024-01-02,14.2,26.6,2,98,1009.1,6.6
2680,2024-01-03,17.7,32.0,256,96,1006.1,10.3
2681,2024-01-04,14.1,24.1,238,58,1007.2,11.4
2682,2024-01-05,21.4,35.6,360,95,997.4,10.1
2683,2024-01-06,27.2,49.3,318,46,999.5,8.7
2684,2024-01-07,36.8,66.6,323,74,1002.6,7.6
2685,2024-01-08,27.1,49.3,329,51,1007.8,5.8
2686,2024-01-09,9.5,16.9,321,14,1013.7,1.0
2687,2024-01-10,20.3,34.9,26,100,1014.1,2.9
2688,2024-01-11,20.4,40.7,15,88,1014.5,5.5
2689,2024-01-12,9.5,16.9,321,22,1017.6,2.8
2690,2024-01-13,14.2,25.9,343,21,1016.9,2.2
2691,2024-01-14,7.7,12.6,344,92,1008.0,1.0
2692,2024-01-15,19.8,33.5,312,76,1001.6,8.9
2693,2024-01-16,12.2,21.2,31,89,1002.8,7.0
2694,2024-01-17,22.6,38.9,7,92,992.8,9.7
2695,2024-01-18,17.3,29.5,254,58,994.1,10.7
2696,2024-01-19,24.8,42.5,349,98,1006.5,6.1
2697,2024-01-20,32.8,58.7,7,10,1017.7,3.6
2698,2024-01-21,11.3,18.4,19,22,1026.1,3.2
2699,2024-01-22,14.1,25.2,5,71,1024.7,6.1
2700,2024-01-23,14.6,29.5,304,80,1026.9,10.7
2701,2024-01-24,19.0,34.6,322,43,1027.3,12.0
2702,2024-01-25,13.3,22.7,321,0,1023.9,10.4
2703,2024-01-26,11.1,18.0,326,58,1023.3,11.4
2704,2024-01-27,14.6,29.5,0,31,1023.7,11.5
2705,2024-01-28,14.8,28.4,69,75,1025.5,8.5
2706,2024-01-29,17.0,32.8,117,100,1026.5,11.1
2707,2024-01-30,10.5,19.8,63,89,1027.7,9.7
2708,2024-01-31,8.7,19.4,249,53,1027.3,8.5
2709,2024-02-01,25.1,43.2,317,75,1024.8,10.5
2710,2024-02-02,19.6,34.2,332,37,1024.4,11.2
2711,2024-02-03,9.3,17.3,350,17,1023.0,8.9
2712,2024-02-04,9.5,16.9,338,15,1021.8,9.3
2713,2024-02-05,8.6,18.0,327,37,1020.0,8.2
2714,2024-02-06,7.9,16.9,317,99,1016.2,7.6
2715,2024-02-07,13.1,22.7,292,47,1010.9,8.8
2716,2024-02-08,17.7,29.9,152,85,1002.3,11.7
2717,2024-02-09,25.1,45.0,122,96,987.0,12.0
2718,2024-02-10,29.9,53.3,212,99,980.8,11.3
2719,2024-02-11,30.8,57.2,286,48,994.1,10.3
2720,2024-02-12,13.3,23.4,326,73,1000.8,7.5
2721,2024-02-13,14.7,25.2,293,30,1012.9,8.6
2722,2024-02-14,8.4,17.3,327,54,1017.1,9.6
2723,2024-02-15,23.6,42.8,69,83,1014.9,9.8
2724,2024-02-16,14.4,23.8,357,93,1013.7,12.4
2725,2024-02-17,20.1,37.1,349,37,1020.2,13.6
2726,2024-02-18,16.6,27.7,310,68,1024.3,11.1
2727,2024-02-19,19.2,36.0,323,68,1022.8,13.6
2728,2024-02-20,21.2,43.2,341,82,1021.3,12.1
2729,2024-02-21,14.8,25.2,338,98,1017.2,10.0
2730,2024-02-22,30.0,51.5,61,100,1003.6,11.1
2731,2024-02-23,26.5,49.7,274,67,996.8,8.7
2732,2024-02-24,17.6,36.4,278,63,1000.2,7.0
2733,2024-02-25,17.1,34.9,212,90,1000.2,7.3
2734,2024-02-26,15.8,31.0,252,91,993.0,9.0
2735,2024-02-27,22.6,42.5,330,95,998.7,9.5
2736,2024-02-28,23.3,43.2,344,61,1008.1,11.5
2737,2024-02-29,16.1,27.7,295,13,1006.3,10.0
2738,2024-03-01,22.8,42.5,303,48,1002.1,11.1
2739,2024-03-02,32.6,57.6,155,83,996.9,10.9
2740,2024-03-03,31.4,56.9,316,99,991.8,7.6
2741,2024-03-04,16.2,28.4,290,68,1003.5,9.8
2742,2024-03-05,25.8,50.8,287,39,1011.4,9.4
2743,2024-03-06,15.5,32.4,312,44,1014.1,8.8
2744,2024-03-07,16.4,31.0,82,42,1009.6,8.3
2745,2024-03-08,45.5,78.5,119,91,1000.1,10.5
2746,2024-03-09,42.6,75.2,147,99,992.1,11.5
2747,2024-03-10,34.4,65.5,200,62,988.5,10.7
2748,2024-03-11,29.4,51.5,289,72,1000.7,10.4
2749,2024-03-12,21.5,40.3,313,41,1012.3,11.4
2750,2024-03-13,14.2,26.3,301,18,1011.3,11.9
2751,2024-03-14,13.1,28.4,109,48,1011.3,10.1
2752,2024-03-15,15.6,25.9,287,63,1012.1,12.4
2753,2024-03-16,17.3,29.2,309,76,1015.4,14.7
2754,2024-03-17,12.3,25.6,36,94,1014.8,13.2
2755,2024-03-18,17.9,36.4,323,47,1010.5,15.3
2756,2024-03-19,10.0,16.9,328,40,1009.8,14.4
2757,2024-03-20,17.1,34.2,80,82,1013.4,12.3
2758,2024-03-21,9.3,21.2,292,49,1016.9,14.1
2759,2024-03-22,16.9,34.9,351,53,1013.2,15.0
2760,2024-03-23,23.5,44.6,303,68,1011.2,13.5
2761,2024-03-24,28.3,52.2,307,62,1009.2,11.8
2762,2024-03-25,31.6,55.4,106,68,998.3,9.8
2763,2024-03-26,47.2,83.2,124,100,985.5,11.0
2764,2024-03-27,19.9,38.9,235,71,986.3,10.0
2765,2024-03-28,26.2,51.1,190,64,991.0,11.7
2766,2024-03-29,39.4,71.6,141,99,993.6,15.1
2767,2024-03-30,42.1,74.2,145,92,990.7,14.3
2768,2024-03-31,40.3,70.2,160,93,989.9,13.6
2769,2024-04-01,24.3,50.4,248,42,998.7,12.0
2770,2024-04-02,19.6,38.5,260,44,1010.2,11.4
2771,2024-04-03,16.6,31.0,295,56,1009.1,14.3
2772,2024-04-04,14.1,29.9,92,74,1012.5,12.4
2773,2024-04-05,24.2,46.4,100,85,1013.9,14.4
2774,2024-04-06,19.4,38.2,89,84,1015.8,13.7
2775,2024-04-07,12.0,25.9,68,99,1013.3,14.6
2776,2024-04-08,26.3,45.4,113,87,1006.5,15.0
2777,2024-04-09,27.5,50.4,309,60,1011.7,13.4
2778,2024-04-10,30.0,55.1,330,18,1018.4,13.0
2779,2024-04-11,17.2,32.0,342,27,1022.1,14.7
2780,2024-04-12,12.7,25.9,355,5,1022.7,17.8
2781,2024-04-13,10.2,20.9,230,37,1019.7,18.2
2782,2024-04-14,13.1,28.8,183,23,1016.7,17.1
2783,2024-04-15,24.4,47.5,302,61,1010.9,16.8
2784,2024-04-16,32.8,60.8,307,45,1008.2,14.4
2785,2024-04-17,30.3,55.4,311,29,1007.3,13.1
2786,2024-04-18,27.6,52.9,335,43,1008.8,11.3
2787,2024-04-19,19.1,39.6,318,2,1012.9,11.9
2788,2024-04-20,26.1,47.2,358,3,1009.9,13.8
2789,2024-04-21,28.7,51.8,6,15,1010.0,12.1
2790,2024-04-22,30.6,58.3,342,17,1008.7,10.4
2791,2024-04-23,28.5,54.0,335,39,1006.5,10.6
2792,2024-04-24,33.2,62.6,316,29,1006.9,11.4
2793,2024-04-25,16.4,33.8,259,71,1003.4,11.6
2794,2024-04-26,19.2,35.3,132,78,1001.2,12.6
2795,2024-04-27,40.7,76.7,133,100,1001.5,13.9
2796,2024-04-28,34.5,60.5,151,100,1006.2,14.0
2797,2024-04-29,15.6,32.8,22,91,1010.3,14.3
2798,2024-04-30,13.7,27.0,25,99,1007.1,13.8
2799,2024-05-01,25.0,41.8,342,98,998.6,13.1
2800,2024-05-02,23.1,43.6,281,96,1001.7,11.4
2801,2024-05-03,14.3,27.7,277,39,1009.5,13.3
2802,2024-05-04,11.4,25.6,124,96,1009.5,13.6
2803,2024-05-05,18.2,37.1,93,82,1007.6,14.8
2804,2024-05-06,22.5,42.5,49,91,1004.9,15.1
2805,2024-05-07,25.2,46.1,301,52,1008.6,15.0
2806,2024-05-08,29.2,52.6,353,41,1011.6,18.2
2807,2024-05-09,16.7,32.8,356,5,1012.3,18.1
2808,2024-05-10,12.5,27.4,114,0,1012.0,17.8
2809,2024-05-11,11.9,26.6,190,7,1011.5,17.1
2810,2024-05-12,12.6,27.7,163,63,1010.7,16.3
2811,2024-05-13,15.7,33.5,135,78,1007.1,17.3
2812,2024-05-14,26.0,46.4,123,98,1000.0,16.1
2813,2024-05-15,16.9,34.2,312,38,999.2,15.7
2814,2024-05-16,15.0,35.3,273,37,1000.4,15.0
2815,2024-05-17,18.2,37.1,106,19,1003.5,14.5
2816,2024-05-18,19.9,36.7,146,65,1005.1,16.1
2817,2024-05-19,12.7,27.0,216,44,1004.4,16.7
2818,2024-05-20,17.2,30.6,265,74,1002.5,17.0
2819,2024-05-21,21.6,42.8,284,20,1004.3,17.4
2820,2024-05-22,22.5,43.2,281,41,1007.6,17.9
2821,2024-05-23,19.1,32.0,289,42,1010.1,18.0
2822,2024-05-24,14.8,30.6,240,67,1011.4,16.3
2823,2024-05-25,16.7,34.6,266,61,1010.5,16.8
2824,2024-05-26,15.5,33.1,140,76,1011.3,17.0
2825,2024-05-27,17.6,28.8,347,76,1011.9,18.2
2826,2024-05-28,18.8,32.0,336,58,1012.0,19.3
2827,2024-05-29,22.8,40.3,302,100,1009.2,19.7
2828,2024-05-30,30.1,53.3,288,64,1004.2,20.1
2829,2024-05-31,28.2,51.1,315,27,1006.0,18.4
2830,2024-06-01,16.8,45.0,317,34,1008.2,17.8
2831,2024-06-02,18.1,35.6,345,48,1010.1,18.9
2832,2024-06-03,9.4,21.2,343,34,1009.2,20.5
2833,2024-06-04,22.3,43.9,216,12,1007.8,19.4
2834,2024-06-05,15.5,33.8,168,46,1009.0,20.3
2835,2024-06-06,19.2,40.3,109,79,1010.6,20.4
2836,2024-06-07,16.9,34.9,70,81,1011.0,21.4
2837,2024-06-08,14.5,34.9,108,94,1006.1,21.8
2838,2024-06-09,21.0,41.4,20,74,999.0,21.1
2839,2024-06-10,26.2,45.7,307,32,1002.8,21.6
2840,2024-06-11,21.5,42.5,319,18,1005.8,20.7
2841,2024-06-12,22.2,42.5,332,33,1008.7,19.4
2842,2024-06-13,24.9,47.5,270,28,1011.0,19.2
2843,2024-06-14,23.3,44.6,120,89,1008.4,19.5
2844,2024-06-15,19.7,34.6,314,72,1005.8,20.7
2845,2024-06-16,19.4,39.2,241,25,1006.5,20.3
2846,2024-06-17,18.6,38.2,139,62,1008.2,19.5
2847,2024-06-18,17.0,36.7,145,52,1007.8,21.6
2848,2024-06-19,19.2,42.1,137,44,1006.6,22.1
2849,2024-06-20,19.5,35.3,133,85,1009.5,21.6
2850,2024-06-21,25.7,48.2,297,31,1009.3,22.2
2851,2024-06-22,25.8,48.2,295,61,1010.9,20.0
2852,2024-06-23,28.1,52.9,338,31,1007.9,20.9
2853,2024-06-24,14.9,28.1,304,20,1006.2,22.5
2854,2024-06-25,17.6,38.5,125,44,1005.1,21.1
2855,2024-06-26,16.4,35.3,143,32,1005.7,21.7
2856,2024-06-27,15.8,34.6,184,54,1006.2,23.4
2857,2024-06-28,16.6,36.0,166,23,1008.4,24.4
2858,2024-06-29,30.5,54.0,140,61,1005.6,21.3
2859,2024-06-30,17.4,34.2,269,49,1006.6,22.7
2860,2024-07-01,31.6,56.5,316,57,1007.7,23.6
2861,2024-07-02,33.6,60.8,312,54,1008.7,22.2
2862,2024-07-03,28.8,54.0,305,49,1005.9,21.7
2863,2024-07-04,23.4,47.9,303,6,1007.0,23.3
2864,2024-07-05,17.7,37.8,239,28,1006.9,23.1
2865,2024-07-06,18.0,36.0,163,81,1005.0,21.6
2866,2024-07-07,13.7,27.7,294,28,1005.6,22.8
2867,2024-07-08,13.3,30.2,260,12,1008.4,22.3
2868,2024-07-09,14.3,32.8,127,43,1009.4,22.8
2869,2024-07-10,14.6,33.1,135,8,1009.5,24.0
2870,2024-07-11,16.4,34.6,167,15,1008.6,25.9
2871,2024-07-12,23.5,43.2,306,42,1006.2,24.8
2872,2024-07-13,23.6,41.0,281,56,1006.5,21.9
2873,2024-07-14,15.2,33.1,136,31,1005.7,22.7
2874,2024-07-15,19.9,40.0,134,72,1006.3,23.0
2875,2024-07-16,21.1,38.5,320,22,1008.2,26.0
2876,2024-07-17,16.0,32.4,334,61,1010.3,26.1
2877,2024-07-18,16.4,34.6,258,1,1010.9,26.6
2878,2024-07-19,12.4,28.1,246,35,1009.6,27.4
2879,2024-07-20,18.4,38.2,133,14,1003.2,27.7
2880,2024-07-21,20.9,37.4,318,76,1003.1,24.2
2881,2024-07-22,26.1,47.2,315,24,1009.1,25.5
2882,2024-07-23,16.1,31.3,316,1,1011.1,26.2
2883,2024-07-24,21.4,41.0,326,32,1009.3,27.6
2884,2024-07-25,13.7,24.1,304,1,1005.3,26.5
2885,2024-07-26,14.8,32.0,199,0,1004.8,27.2
2886,2024-07-27,15.0,35.3,144,3,1007.9,24.1
2887,2024-07-28,16.0,33.8,180,16,1011.7,27.0
2888,2024-07-29,14.9,33.1,208,2,1010.5,27.5
2889,2024-07-30,14.5,32.0,122,23,1008.4,26.8
2890,2024-07-31,15.9,35.3,122,25,1006.6,26.8
2891,2024-08-01,19.1,39.6,319,7,1005.0,29.1
2892,2024-08-02,25.2,51.8,324,40,1003.5,29.9
2893,2024-08-03,25.4,45.4,318,6,1004.5,28.7
2894,2024-08-04,16.1,29.9,328,14,1006.2,28.2
2895,2024-08-05,16.9,32.4,297,0,1005.1,27.9
2896,2024-08-06,15.3,33.5,209,22,1004.1,27.8
2897,2024-08-07,18.4,37.4,288,61,1005.2,27.9
2898,2024-08-08,15.9,33.8,297,15,1007.3,28.7
2899,2024-08-09,19.1,38.2,255,3,1009.6,28.0
2900,2024-08-10,16.4,34.2,7,8,1011.1,28.9
2901,2024-08-11,13.3,31.0,139,17,1010.0,27.8
2902,2024-08-12,13.6,31.7,156,14,1006.6,26.4
2903,2024-08-13,18.1,37.1,193,35,1003.8,25.7
2904,2024-08-14,17.9,35.3,329,84,1004.5,25.1
2905,2024-08-15,16.2,42.1,334,40,1008.8,24.4
2906,2024-08-16,17.0,32.0,351,32,1009.5,25.2
2907,2024-08-17,22.2,38.2,294,54,1006.9,26.0
2908,2024-08-18,28.3,51.1,305,21,1004.9,24.6
2909,2024-08-19,24.7,43.6,351,5,1005.6,23.8
2910,2024-08-20,21.1,36.0,297,0,1005.3,25.1
2911,2024-08-21,20.4,35.3,335,2,1008.8,26.0
2912,2024-08-22,14.4,29.9,226,0,1006.9,23.0
2913,2024-08-23,13.2,29.9,217,0,1007.5,23.9
2914,2024-08-24,22.4,46.1,128,69,1008.6,23.6
2915,2024-08-25,19.4,36.4,7,54,1011.0,24.8
2916,2024-08-26,22.6,40.3,357,8,1010.1,23.6
2917,2024-08-27,16.3,32.4,350,11,1008.4,24.9
2918,2024-08-28,18.0,40.0,127,8,1009.5,25.3
2919,2024-08-29,12.8,30.2,169,52,1010.5,24.9
2920,2024-08-30,12.7,30.2,194,77,1010.0,23.9
2921,2024-08-31,13.3,30.2,184,44,1009.6,24.1
2922,2024-09-01,9.5,20.5,356,65,1007.6,23.7
2923,2024-09-02,14.8,30.2,276,12,1006.0,24.5
2924,2024-09-03,13.7,27.4,279,64,1007.7,23.3
2925,2024-09-04,19.0,33.1,356,91,1006.2,21.8
2926,2024-09-05,29.7,52.2,291,58,1002.4,20.5
2927,2024-09-06,23.2,42.5,99,55,1003.7,19.8
2928,2024-09-07,42.3,74.2,123,65,1003.1,21.8
2929,2024-09-08,19.5,33.5,332,72,1004.2,20.4
2930,2024-09-09,28.6,52.2,297,22,1006.3,20.2
2931,2024-09-10,24.8,42.8,307,8,1008.5,19.8
2932,2024-09-11,22.9,43.6,293,61,1007.1,17.8
2933,2024-09-12,28.3,52.6,312,62,1006.1,17.5
2934,2024-09-13,26.5,50.4,331,7,1013.1,15.6
2935,2024-09-14,31.7,58.3,351,8,1015.6,16.4
2936,2024-09-15,18.9,38.2,344,2,1011.0,17.0
2937,2024-09-16,30.6,55.4,349,34,1008.5,18.5
2938,2024-09-17,22.4,42.8,11,55,1007.8,19.4
2939,2024-09-18,11.0,24.8,257,55,1009.7,18.1
2940,2024-09-19,14.5,30.2,216,1,1009.2,17.5
2941,2024-09-20,15.2,32.4,103,66,1011.2,18.5
2942,2024-09-21,28.7,53.3,127,76,1011.8,18.9
2943,2024-09-22,20.1,37.4,138,90,1008.5,19.4
2944,2024-09-23,16.4,31.7,300,35,1005.8,18.5
2945,2024-09-24,14.0,30.2,247,60,1006.0,16.8
2946,2024-09-25,17.3,32.4,126,78,1005.9,16.5
2947,2024-09-26,18.3,39.6,39,53,999.3,20.6
2948,2024-09-27,19.8,38.5,275,78,1004.4,17.7
2949,2024-09-28,22.8,42.1,302,28,1013.2,15.8
2950,2024-09-29,11.5,23.4,275,40,1016.1,13.3
2951,2024-09-30,11.0,23.0,359,73,1013.8,16.2
2952,2024-10-01,13.9,27.7,67,73,1007.9,16.9
2953,2024-10-02,19.7,33.1,272,97,1002.2,17.1
2954,2024-10-03,25.8,49.3,312,47,1001.1,16.8
2955,2024-10-04,19.3,34.6,320,10,1005.5,15.3
2956,2024-10-05,10.4,22.0,297,10,1006.7,13.1
2957,2024-10-06,14.1,30.2,16,93,1004.9,13.4
2958,2024-10-07,33.3,57.6,109,100,1001.7,17.4
2959,2024-10-08,28.9,57.6,155,65,997.9,18.8
2960,2024-10-09,24.8,49.0,86,56,993.3,17.9
2961,2024-10-10,24.2,44.3,293,35,999.4,17.4
2962,2024-10-11,14.1,28.1,269,8,1007.6,14.4
2963,2024-10-12,28.7,49.3,108,92,1008.1,15.3
2964,2024-10-13,16.8,29.9,26,72,1011.7,17.6
2965,2024-10-14,8.9,16.9,26,83,1012.1,16.3
2966,2024-10-15,29.2,49.0,109,93,1009.2,18.2
2967,2024-10-16,37.4,68.4,133,87,1005.3,19.2
2968,2024-10-17,34.0,62.3,139,91,1004.6,18.6
2969,2024-10-18,22.1,38.9,277,51,1007.3,15.1
2970,2024-10-19,13.3,22.7,334,30,1010.5,16.2
2971,2024-10-20,10.8,19.4,331,97,1014.4,16.2
2972,2024-10-21,11.6,23.8,44,74,1019.0,16.9
2973,2024-10-22,10.1,28.4,5,68,1020.6,17.8
2974,2024-10-23,15.2,29.5,12,63,1020.7,17.2
2975,2024-10-24,14.3,29.2,88,69,1017.6,15.9
2976,2024-10-25,25.2,43.2,136,88,1012.4,17.8
2977,2024-10-26,30.9,53.6,128,96,1008.3,17.0
2978,2024-10-27,20.2,35.6,89,76,1012.7,16.1
2979,2024-10-28,15.5,26.3,31,91,1017.9,16.9
2980,2024-10-29,10.6,19.8,14,49,1018.0,17.2
2981,2024-10-30,11.7,22.0,36,19,1016.5,16.7
